OrderDate,Category,City,Country,CustomerName,Discount,OrderID,PostalCode,ProductName,ProfitValue,Quantity,SalesValue,Region,Segment,ShipDate,ShipMode,State,Sub_Category,DaystoShipActual,SalesForecast,ShipStatus,DaystoShipScheduled,OrderProfitable,SalesaboveTarget,latitude,longitude
2011-07-25T00:00:00.000Z,Office Supplies,San Francisco,United States,Ken Lonsdale,0,CA-2011-143917,94122,"Fellowes Personal Hanging Folder Files, Navy",15,4,53.72,West,Consumer,2011-07-27T00:00:00.000Z,Second Class,California,Storage,2,70,Shipped Early,3,null,null,37.7593,-122.4836
2011-07-25T00:00:00.000Z,Office Supplies,San Francisco,United States,Ken Lonsdale,0,CA-2011-143917,94122,High Speed Automatic Electric Letter Opener,328,5,8187.65,West,Consumer,2011-07-27T00:00:00.000Z,Second Class,California,Supplies,2,10729,Shipped Early,3,null,null,37.7593,-122.4836
2011-07-26T00:00:00.000Z,Furniture,Atlanta,United States,Sheri Gordon,0,CA-2011-116190,30318,"DAX Cubicle Frames, 8-1/2 x 11",9,3,25.71,South,Consumer,2011-08-01T00:00:00.000Z,Standard Class,Georgia,Furnishings,6,34,Shipped On Time,6,null,null,33.7865,-84.4454
2011-07-26T00:00:00.000Z,Furniture,Atlanta,United States,Sheri Gordon,0,CA-2011-116190,30318,"Metal Folding Chairs, Beige, 4/Carton",18,2,67.88,South,Consumer,2011-08-01T00:00:00.000Z,Standard Class,Georgia,Chairs,6,89,Shipped On Time,6,null,null,33.7865,-84.4454
2011-07-26T00:00:00.000Z,Furniture,North Las Vegas,United States,Kunst Miller,0.2,CA-2011-126760,89031,Hon 2090 ?€?Pillow Soft?€? Series Mid Back Swivel/Tilt Chairs,-110,3,674.35,West,Consumer,2011-08-02T00:00:00.000Z,Standard Class,Nevada,Chairs,7,884,Shipped Late,6,null,null,36.2589,-115.1718
2011-07-26T00:00:00.000Z,Furniture,North Las Vegas,United States,Kunst Miller,0,CA-2011-126760,89031,Tensor Computer Mounted Lamp,36,9,134.01,West,Consumer,2011-08-02T00:00:00.000Z,Standard Class,Nevada,Furnishings,7,176,Shipped Late,6,null,null,36.2589,-115.1718
2011-07-26T00:00:00.000Z,Furniture,San Antonio,United States,Luke Foster,0.6,CA-2011-169019,78207,DAX Clear Channel Poster Frame,-10,3,17.5,Central,Consumer,2011-07-30T00:00:00.000Z,Standard Class,Texas,Furnishings,4,23,Shipped Early,6,null,null,29.4229,-98.526
2011-07-26T00:00:00.000Z,Office Supplies,Atlanta,United States,Sheri Gordon,0,CA-2011-116190,30318,Avery 485,77,13,162.89,South,Consumer,2011-08-01T00:00:00.000Z,Standard Class,Georgia,Labels,6,213,Shipped On Time,6,null,null,33.7865,-84.4454
2011-07-26T00:00:00.000Z,Office Supplies,Chicago,United States,Carl Ludwig,0.2,US-2011-155894,60623,"Belkin 19 Vented Equipment Shelf, Black",-29,3,123.55,Central,Consumer,2011-07-30T00:00:00.000Z,Second Class,Illinois,Storage,4,162,Shipped Late,3,null,null,41.849,-87.7157
2011-07-26T00:00:00.000Z,Office Supplies,San Antonio,United States,Luke Foster,0.8,CA-2011-169019,78207,Acco 6 Outlet Guardian Standard Surge Suppressor,-12,2,4.84,Central,Consumer,2011-07-30T00:00:00.000Z,Standard Class,Texas,Appliances,4,6,Shipped Early,6,null,null,29.4229,-98.526
2011-07-26T00:00:00.000Z,Office Supplies,San Antonio,United States,Luke Foster,0.8,CA-2011-169019,78207,GBC DocuBind P400 Electric Binding System,-3702,8,2177.58,Central,Consumer,2011-07-30T00:00:00.000Z,Standard Class,Texas,Binders,4,2854,Shipped Early,6,null,null,29.4229,-98.526
2011-07-26T00:00:00.000Z,Office Supplies,San Antonio,United States,Luke Foster,0.8,CA-2011-169019,78207,GBC Instant Index System for Binding Systems,-13,5,8.88,Central,Consumer,2011-07-30T00:00:00.000Z,Standard Class,Texas,Binders,4,12,Shipped Early,6,null,null,29.4229,-98.526
2011-07-26T00:00:00.000Z,Office Supplies,San Antonio,United States,Luke Foster,0.8,CA-2011-169019,78207,GBC Premium Transparent Covers with Diagonal Lined Pattern,-27,4,16.78,Central,Consumer,2011-07-30T00:00:00.000Z,Standard Class,Texas,Binders,4,22,Shipped Early,6,null,null,29.4229,-98.526
2011-07-26T00:00:00.000Z,Technology,Draper,United States,Jack OBriant,0,CA-2011-159121,84020,Memorex Micro Travel Drive 16 GB,35,7,111.93,West,Corporate,2011-08-01T00:00:00.000Z,Standard Class,Utah,Accessories,6,147,Shipped On Time,6,null,null,40.5046,-111.881
2011-07-26T00:00:00.000Z,Technology,North Las Vegas,United States,Kunst Miller,0.2,CA-2011-126760,89031,Apple iPhone 5S,114,2,911.98,West,Consumer,2011-08-02T00:00:00.000Z,Standard Class,Nevada,Phones,7,1195,Shipped Late,6,null,null,36.2589,-115.1718
2011-07-26T00:00:00.000Z,Technology,North Las Vegas,United States,Kunst Miller,0,CA-2011-126760,89031,Logitech Illuminated Ultrathin Keyboard with Backlighting,70,3,170.97,West,Consumer,2011-08-02T00:00:00.000Z,Standard Class,Nevada,Accessories,7,224,Shipped Late,6,null,null,36.2589,-115.1718
2011-07-26T00:00:00.000Z,Technology,San Antonio,United States,Luke Foster,0.2,CA-2011-169019,78207,Microsoft Natural Keyboard Elite,-27,9,431.14,Central,Consumer,2011-07-30T00:00:00.000Z,Standard Class,Texas,Accessories,4,565,Shipped Early,6,null,null,29.4229,-98.526
2011-07-27T00:00:00.000Z,Office Supplies,Los Angeles,United States,Barry Blumstein,0,CA-2011-169642,90036,"SAFCO Commercial Wire Shelving, Black",0,2,276.28,West,Corporate,2011-07-30T00:00:00.000Z,Second Class,California,Storage,3,362,Shipped On Time,3,null,null,34.0699,-118.3492
2011-07-27T00:00:00.000Z,Office Supplies,New York City,United States,Aaron Smayling,0,US-2011-150126,10035,Xerox 1956,32,11,65.78,East,Corporate,2011-08-02T00:00:00.000Z,Standard Class,New York,Paper,6,86,Shipped On Time,6,null,null,40.8011,-73.9371
2011-07-27T00:00:00.000Z,Technology,San Francisco,United States,Giulietta Weimer,0,CA-2011-124709,94122,WD My Passport Ultra 2TB Portable External Hard Drive,38,2,238,West,Consumer,2011-07-29T00:00:00.000Z,Second Class,California,Accessories,2,312,Shipped Early,3,null,null,37.7593,-122.4836
2011-07-28T00:00:00.000Z,Furniture,Apopka,United States,Chloris Kastensmidt,0.2,CA-2011-131541,32712,"DataProducts Ampli Magnifier Task Lamp, Black,",13,6,129.89,South,Consumer,2011-07-28T00:00:00.000Z,Same Day,Florida,Furnishings,0,170,Shipped On Time,0,null,null,28.712,-81.5136
2011-07-28T00:00:00.000Z,Office Supplies,Apopka,United States,Chloris Kastensmidt,0.2,CA-2011-131541,32712,#10- 4 1/8 x 9 1/2 Recycled Envelopes,17,7,48.94,South,Consumer,2011-07-28T00:00:00.000Z,Same Day,Florida,Envelopes,0,64,Shipped On Time,0,null,null,28.712,-81.5136
2011-07-28T00:00:00.000Z,Office Supplies,Apopka,United States,Chloris Kastensmidt,0.2,CA-2011-131541,32712,"OIC Colored Binder Clips, Assorted Sizes",5,5,14.32,South,Consumer,2011-07-28T00:00:00.000Z,Same Day,Florida,Fasteners,0,19,Shipped On Time,0,null,null,28.712,-81.5136
2011-07-30T00:00:00.000Z,Furniture,Seattle,United States,Tom Stivers,0,CA-2011-111192,98103,Rush Hierlooms Collection 1 Thick Stackable Bookcases,260,8,1367.84,West,Corporate,2011-08-05T00:00:00.000Z,Standard Class,Washington,Bookcases,6,1792,Shipped On Time,6,null,null,47.6733,-122.3426
2011-08-01T00:00:00.000Z,Furniture,Charlotte,United States,Barbara Fisher,0.2,CA-2011-117345,28205,9-3/4 Diameter Round Wall Clock,12,4,44.13,South,Corporate,2011-08-05T00:00:00.000Z,Standard Class,North Carolina,Furnishings,4,58,Shipped Early,6,null,null,35.22,-80.7881
2011-08-01T00:00:00.000Z,Office Supplies,Charlotte,United States,Barbara Fisher,0.2,CA-2011-117345,28205,Honeywell Quietcare HEPA Air Cleaner,10,1,62.92,South,Corporate,2011-08-05T00:00:00.000Z,Standard Class,North Carolina,Appliances,4,82,Shipped Early,6,null,null,35.22,-80.7881
2011-08-01T00:00:00.000Z,Office Supplies,Charlotte,United States,Barbara Fisher,0.2,CA-2011-117345,28205,Self-Adhesive Address Labels for Typewriters by Universal,6,3,17.54,South,Corporate,2011-08-05T00:00:00.000Z,Standard Class,North Carolina,Labels,4,23,Shipped Early,6,null,null,35.22,-80.7881
2011-08-01T00:00:00.000Z,Office Supplies,Charlotte,United States,Barbara Fisher,0.2,CA-2011-117345,28205,Xerox 1916,29,2,78.3,South,Corporate,2011-08-05T00:00:00.000Z,Standard Class,North Carolina,Paper,4,103,Shipped Early,6,null,null,35.22,-80.7881
2011-08-01T00:00:00.000Z,Office Supplies,Philadelphia,United States,Ann Steele,0.2,CA-2011-162684,19120,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",2,2,5.68,East,Home Office,2011-08-06T00:00:00.000Z,Standard Class,Pennsylvania,Fasteners,5,7,Shipped Early,6,null,null,40.0343,-75.1213
2011-08-01T00:00:00.000Z,Office Supplies,San Francisco,United States,Ivan Liston,0.2,CA-2011-152296,94122,Wilson Jones data.warehouse D-Ring Binders with DublLock,7,3,19.75,West,Consumer,2011-08-03T00:00:00.000Z,First Class,California,Binders,2,26,Shipped Late,1,null,null,37.7593,-122.4836
2011-08-02T00:00:00.000Z,Office Supplies,Springfield,United States,Nick Zandusky,0,US-2011-106299,65807,Smead Adjustable Mobile File Trolley with Lockable Top,226,2,838.38,Central,Home Office,2011-08-08T00:00:00.000Z,Standard Class,Missouri,Storage,6,1099,Shipped On Time,6,null,null,37.1668,-93.3085
2011-08-02T00:00:00.000Z,Office Supplies,Springfield,United States,Nick Zandusky,0,US-2011-106299,65807,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,13,5,26.7,Central,Home Office,2011-08-08T00:00:00.000Z,Standard Class,Missouri,Binders,6,35,Shipped On Time,6,null,null,37.1668,-93.3085
2011-08-02T00:00:00.000Z,Technology,Springfield,United States,Nick Zandusky,0,US-2011-106299,65807,Memorex Micro Travel Drive 4 GB,9,2,21.2,Central,Home Office,2011-08-08T00:00:00.000Z,Standard Class,Missouri,Accessories,6,28,Shipped On Time,6,null,null,37.1668,-93.3085
2011-08-03T00:00:00.000Z,Furniture,Denver,United States,Bruce Stewart,0.5,CA-2011-133690,80219,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,-162,2,218.75,West,Consumer,2011-08-05T00:00:00.000Z,First Class,Colorado,Tables,2,287,Shipped Late,1,null,null,39.6956,-105.0341
2011-08-03T00:00:00.000Z,Office Supplies,Denver,United States,Bruce Stewart,0.2,CA-2011-133690,80219,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",0,1,2.6,West,Consumer,2011-08-05T00:00:00.000Z,First Class,Colorado,Appliances,2,3,Shipped Late,1,null,null,39.6956,-105.0341
2011-08-03T00:00:00.000Z,Office Supplies,Glendale,United States,Gary Hansen,0.2,CA-2011-128986,85301,White Computer Printout Paper by Universal,34,3,93.02,West,Home Office,2011-08-05T00:00:00.000Z,Second Class,Arizona,Paper,2,122,Shipped Early,3,null,null,33.5311,-112.1767
2011-08-03T00:00:00.000Z,Office Supplies,New York City,United States,Berenike Kampe,0,CA-2011-125612,10035,Acme Box Cutter Scissors,27,10,102.3,East,Consumer,2011-08-08T00:00:00.000Z,Standard Class,New York,Supplies,5,134,Shipped Early,6,null,null,40.8011,-73.9371
2011-08-03T00:00:00.000Z,Office Supplies,New York City,United States,Berenike Kampe,0,CA-2011-125612,10035,Staples,6,2,21.36,East,Consumer,2011-08-08T00:00:00.000Z,Standard Class,New York,Storage,5,28,Shipped Early,6,null,null,40.8011,-73.9371
2011-08-03T00:00:00.000Z,Office Supplies,New York City,United States,Berenike Kampe,0,CA-2011-125612,10035,Xerox 1884,19,2,39.96,East,Consumer,2011-08-08T00:00:00.000Z,Standard Class,New York,Paper,5,52,Shipped Early,6,null,null,40.8011,-73.9371
2011-08-04T00:00:00.000Z,Office Supplies,Bangor,United States,Marina Lichtenstein,0,CA-2011-134215,4401,Eureka The Boss Cordless Rechargeable Stick Vac,28,2,101.96,East,Corporate,2011-08-08T00:00:00.000Z,Standard Class,Maine,Appliances,4,134,Shipped Early,6,null,null,44.8242,-68.7918
2011-08-04T00:00:00.000Z,Office Supplies,Bangor,United States,Marina Lichtenstein,0,CA-2011-134215,4401,Southworth 25% Cotton Premium Laser Paper and Envelopes,125,13,259.74,East,Corporate,2011-08-08T00:00:00.000Z,Standard Class,Maine,Paper,4,340,Shipped Early,6,null,null,44.8242,-68.7918
2011-08-04T00:00:00.000Z,Office Supplies,Pleasant Grove,United States,Valerie Dominguez,0,CA-2011-126361,84062,Hoover WindTunnel Plus Canister Vacuum,305,3,1089.75,West,Consumer,2011-08-09T00:00:00.000Z,Second Class,Utah,Appliances,5,1428,Shipped Late,3,null,null,40.372,-111.7333
2011-08-04T00:00:00.000Z,Office Supplies,Pleasant Grove,United States,Valerie Dominguez,0.2,CA-2011-126361,84062,Ibico Standard Transparent Covers,5,1,13.18,West,Consumer,2011-08-09T00:00:00.000Z,Second Class,Utah,Binders,5,17,Shipped Late,3,null,null,40.372,-111.7333
2011-08-04T00:00:00.000Z,Office Supplies,Pleasant Grove,United States,Valerie Dominguez,0,CA-2011-126361,84062,Newell 329,4,5,16.4,West,Consumer,2011-08-09T00:00:00.000Z,Second Class,Utah,Art,5,21,Shipped Late,3,null,null,40.372,-111.7333
2011-08-04T00:00:00.000Z,Office Supplies,Pleasant Grove,United States,Valerie Dominguez,0,CA-2011-126361,84062,"Safco Wire Cube Shelving System, For Use as 4 or 5 14 Cubes, Black",8,5,158.9,West,Consumer,2011-08-09T00:00:00.000Z,Second Class,Utah,Storage,5,208,Shipped Late,3,null,null,40.372,-111.7333
2011-08-04T00:00:00.000Z,Office Supplies,Pleasant Grove,United States,Valerie Dominguez,0,CA-2011-126361,84062,Xerox 1934,219,8,447.84,West,Consumer,2011-08-09T00:00:00.000Z,Second Class,Utah,Paper,5,587,Shipped Late,3,null,null,40.372,-111.7333
2011-08-04T00:00:00.000Z,Technology,Bangor,United States,Marina Lichtenstein,0,CA-2011-134215,4401,Maxell 4.7GB DVD-R,105,9,255.42,East,Corporate,2011-08-08T00:00:00.000Z,Standard Class,Maine,Accessories,4,335,Shipped Early,6,null,null,44.8242,-68.7918
2011-08-04T00:00:00.000Z,Technology,Pleasant Grove,United States,Valerie Dominguez,0.2,CA-2011-126361,84062,Panasonic KX T7731-B Digital phone,35,5,399.96,West,Consumer,2011-08-09T00:00:00.000Z,Second Class,Utah,Phones,5,524,Shipped Late,3,null,null,40.372,-111.7333
2011-08-05T00:00:00.000Z,Furniture,Los Angeles,United States,Chad Sievert,0.2,CA-2011-118962,90004,"Global Value Steno Chair, Gray",21,7,340.14,West,Consumer,2011-08-09T00:00:00.000Z,Standard Class,California,Chairs,4,446,Shipped Early,6,null,null,34.0762,-118.3029
2011-08-05T00:00:00.000Z,Furniture,Meriden,United States,Ricardo Sperren,0,US-2011-117968,6450,Hon GuestStacker Chair,295,5,1133.35,East,Corporate,2011-08-07T00:00:00.000Z,Second Class,Connecticut,Chairs,2,1485,Shipped Early,3,null,null,41.5334,-72.7997
2011-08-05T00:00:00.000Z,Furniture,Texas City,United States,Gary Zandusky,0.3,CA-2011-124723,77590,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",42,2,489.23,Central,Consumer,2011-08-12T00:00:00.000Z,Standard Class,Texas,Tables,7,641,Shipped Late,6,null,null,29.397,-94.9203
2011-08-05T00:00:00.000Z,Office Supplies,Los Angeles,United States,Chad Sievert,0,CA-2011-118962,90004,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6?€? x 11?€?",10,3,20.94,West,Consumer,2011-08-09T00:00:00.000Z,Standard Class,California,Paper,4,27,Shipped Early,6,null,null,34.0762,-118.3029
2011-08-05T00:00:00.000Z,Office Supplies,Los Angeles,United States,Chad Sievert,0,CA-2011-118962,90004,Xerox 1913,53,2,110.96,West,Consumer,2011-08-09T00:00:00.000Z,Standard Class,California,Paper,4,145,Shipped Early,6,null,null,34.0762,-118.3029
2011-08-05T00:00:00.000Z,Office Supplies,Meriden,United States,Ricardo Sperren,0,US-2011-117968,6450,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",2,2,4.56,East,Corporate,2011-08-07T00:00:00.000Z,Second Class,Connecticut,Art,2,6,Shipped Early,3,null,null,41.5334,-72.7997
2011-08-05T00:00:00.000Z,Office Supplies,Meriden,United States,Ricardo Sperren,0,US-2011-117968,6450,Fellowes Advanced Computer Series Surge Protectors,22,3,79.47,East,Corporate,2011-08-07T00:00:00.000Z,Second Class,Connecticut,Appliances,2,104,Shipped Early,3,null,null,41.5334,-72.7997
2011-08-05T00:00:00.000Z,Office Supplies,New York City,United States,Stephanie Phelps,0,CA-2011-110065,10009,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",7,7,15.96,East,Corporate,2011-08-11T00:00:00.000Z,Standard Class,New York,Art,6,21,Shipped On Time,6,null,null,40.7262,-73.9796
2011-08-05T00:00:00.000Z,Office Supplies,San Francisco,United States,Sonia Sunley,0,CA-2011-150490,94122,Akro Stacking Bins,1,2,15.78,West,Consumer,2011-08-11T00:00:00.000Z,Standard Class,California,Storage,6,21,Shipped On Time,6,null,null,37.7593,-122.4836
2011-08-05T00:00:00.000Z,Office Supplies,San Francisco,United States,Sonia Sunley,0,CA-2011-150490,94122,Boston KS Multi-Size Manual Pencil Sharpener,13,2,45.98,West,Consumer,2011-08-11T00:00:00.000Z,Standard Class,California,Art,6,60,Shipped On Time,6,null,null,37.7593,-122.4836
2011-08-05T00:00:00.000Z,Technology,New York City,United States,Stephanie Phelps,0,CA-2011-110065,10009,"Plantronics CS 50-USB -??headset??- Convertible, Monaural",37,1,135.99,East,Corporate,2011-08-11T00:00:00.000Z,Standard Class,New York,Phones,6,178,Shipped On Time,6,null,null,40.7262,-73.9796
2011-08-05T00:00:00.000Z,Technology,San Francisco,United States,Sonia Sunley,0,CA-2011-150490,94122,Logitech Desktop MK120 Mouse and keyboard Combo,2,1,16.36,West,Consumer,2011-08-11T00:00:00.000Z,Standard Class,California,Accessories,6,21,Shipped On Time,6,null,null,37.7593,-122.4836
2011-08-06T00:00:00.000Z,Technology,Columbia,United States,Roland Fjeld,0,CA-2011-115357,29203,"Maxell 74 Minute CD-R Spindle, 50/Pack",23,3,62.91,South,Consumer,2011-08-11T00:00:00.000Z,Second Class,South Carolina,Accessories,5,82,Shipped Late,3,null,null,34.0635,-81.0265
2011-08-06T00:00:00.000Z,Technology,New York City,United States,Trudy Brown,0,CA-2011-137575,10035,Logitech G700s Rechargeable Gaming Mouse,84,2,199.98,East,Consumer,2011-08-11T00:00:00.000Z,Standard Class,New York,Accessories,5,262,Shipped Early,6,null,null,40.8011,-73.9371
2011-08-08T00:00:00.000Z,Furniture,Glendale,United States,Maria Bertelson,0.2,CA-2011-151708,85301,"Eldon Delta Triangular Chair Mat, 52 x 58, Clear",-3,4,121.38,West,Consumer,2011-08-14T00:00:00.000Z,Standard Class,Arizona,Furnishings,6,159,Shipped On Time,6,null,null,33.5311,-112.1767
2011-08-08T00:00:00.000Z,Furniture,Jacksonville,United States,Vivek Gonzalez,0.2,CA-2011-156790,32216,OSullivan 2-Shelf Heavy-Duty Bookcases,-8,4,155.46,South,Consumer,2011-08-10T00:00:00.000Z,Second Class,Florida,Bookcases,2,204,Shipped Early,3,null,null,30.2787,-81.5831
2011-08-08T00:00:00.000Z,Furniture,San Diego,United States,Lena Radford,0,CA-2011-131450,92024,Dana Halogen Swing-Arm Architect Lamp,92,8,327.76,West,Consumer,2011-08-15T00:00:00.000Z,Standard Class,California,Furnishings,7,429,Shipped Late,6,null,null,33.0535,-117.2689
2011-08-08T00:00:00.000Z,Furniture,Trenton,United States,Matt Abelman,0,CA-2011-124478,48183,Nu-Dell Float Frame 11 x 14 1/2,23,6,53.88,Central,Home Office,2011-08-12T00:00:00.000Z,Standard Class,Michigan,Furnishings,4,71,Shipped Early,6,null,null,42.1382,-83.2179
2011-08-08T00:00:00.000Z,Office Supplies,San Diego,United States,Lena Radford,0,CA-2011-131450,92024,Fellowes Superior 10 Outlet Split Surge Protector,22,2,76.12,West,Consumer,2011-08-15T00:00:00.000Z,Standard Class,California,Appliances,7,100,Shipped Late,6,null,null,33.0535,-117.2689
2011-08-08T00:00:00.000Z,Office Supplies,Trenton,United States,Matt Abelman,0.1,CA-2011-124478,48183,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",37,3,167.53,Central,Home Office,2011-08-12T00:00:00.000Z,Standard Class,Michigan,Appliances,4,220,Shipped Early,6,null,null,42.1382,-83.2179
2011-08-08T00:00:00.000Z,Office Supplies,Trenton,United States,Matt Abelman,0,CA-2011-124478,48183,Globe Weis Peel & Seel First Class Envelopes,17,3,38.34,Central,Home Office,2011-08-12T00:00:00.000Z,Standard Class,Michigan,Envelopes,4,50,Shipped Early,6,null,null,42.1382,-83.2179
2011-08-08T00:00:00.000Z,Office Supplies,Vacaville,United States,Tamara Manning,0,CA-2011-154669,95687,Advantus Rolling Drawer Organizers,110,11,423.28,West,Consumer,2011-08-11T00:00:00.000Z,Second Class,California,Storage,3,555,Shipped On Time,3,null,null,38.3482,-121.9538
2011-08-08T00:00:00.000Z,Technology,Glendale,United States,Maria Bertelson,0.2,CA-2011-151708,85301,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,-11,3,95.98,West,Consumer,2011-08-14T00:00:00.000Z,Standard Class,Arizona,Accessories,6,126,Shipped On Time,6,null,null,33.5311,-112.1767
2011-08-08T00:00:00.000Z,Technology,San Diego,United States,Lena Radford,0.2,CA-2011-131450,92024,AT&T 1070 Corded Phone,56,5,445.96,West,Consumer,2011-08-15T00:00:00.000Z,Standard Class,California,Phones,7,584,Shipped Late,6,null,null,33.0535,-117.2689
2011-08-08T00:00:00.000Z,Technology,San Diego,United States,Lena Radford,0.2,CA-2011-131450,92024,Sharp AL-1530CS Digital Copier,435,3,1199.98,West,Consumer,2011-08-15T00:00:00.000Z,Standard Class,California,Copiers,7,1572,Shipped Late,6,null,null,33.0535,-117.2689
2011-08-08T00:00:00.000Z,Technology,Trenton,United States,Matt Abelman,0,CA-2011-124478,48183,Motorola Droid Maxx,84,2,299.98,Central,Home Office,2011-08-12T00:00:00.000Z,Standard Class,Michigan,Phones,4,393,Shipped Early,6,null,null,42.1382,-83.2179
2011-08-08T00:00:00.000Z,Technology,Trenton,United States,Matt Abelman,0,CA-2011-124478,48183,Sharp 1540cs Digital Laser Copier,275,1,549.99,Central,Home Office,2011-08-12T00:00:00.000Z,Standard Class,Michigan,Copiers,4,721,Shipped Early,6,null,null,42.1382,-83.2179
2011-08-09T00:00:00.000Z,Office Supplies,Fresno,United States,Gene McClure,0,CA-2011-141901,93727,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),3,1,5.98,West,Consumer,2011-08-14T00:00:00.000Z,Standard Class,California,Paper,5,8,Shipped Early,6,null,null,36.7528,-119.7061
2011-08-09T00:00:00.000Z,Office Supplies,Phoenix,United States,Roger Demir,0.7,CA-2011-161249,85023,Avery Hole Reinforcements,-7,5,9.35,West,Consumer,2011-08-13T00:00:00.000Z,Standard Class,Arizona,Binders,4,12,Shipped Early,6,null,null,33.6324,-112.1118
2011-08-09T00:00:00.000Z,Office Supplies,Phoenix,United States,Roger Demir,0.2,CA-2011-161249,85023,"Super Bands, 12/Pack",-1,3,4.46,West,Consumer,2011-08-13T00:00:00.000Z,Standard Class,Arizona,Fasteners,4,6,Shipped Early,6,null,null,33.6324,-112.1118
2011-08-09T00:00:00.000Z,Office Supplies,Saint Petersburg,United States,Andy Gerbode,0.2,CA-2011-167850,33710,Xerox 21,5,3,15.55,South,Corporate,2011-08-16T00:00:00.000Z,Standard Class,Florida,Paper,7,20,Shipped Late,6,null,null,27.7898,-82.7243
2011-08-09T00:00:00.000Z,Office Supplies,San Diego,United States,Emily Ducich,0,CA-2011-110527,92037,Avery 494,10,8,20.88,West,Home Office,2011-08-16T00:00:00.000Z,Standard Class,California,Labels,7,27,Shipped Late,6,null,null,32.8455,-117.2521
2011-08-09T00:00:00.000Z,Office Supplies,Seattle,United States,Joseph Holt,0.2,CA-2011-169726,98103,Ibico Ibimaster 300 Manual Binding System,644,7,2060.74,West,Consumer,2011-08-13T00:00:00.000Z,Standard Class,Washington,Binders,4,2700,Shipped Early,6,null,null,47.6733,-122.3426
2011-08-09T00:00:00.000Z,Technology,Saint Petersburg,United States,Andy Gerbode,0.2,CA-2011-167850,33710,AT&T 1070 Corded Phone,22,2,178.38,South,Corporate,2011-08-16T00:00:00.000Z,Standard Class,Florida,Phones,7,234,Shipped Late,6,null,null,27.7898,-82.7243
2011-08-09T00:00:00.000Z,Technology,Seattle,United States,Matthew Grinstein,0.2,CA-2011-166471,98103,Cisco Unified IP Phone 7945G VoIP phone,68,4,1091.17,West,Home Office,2011-08-13T00:00:00.000Z,Standard Class,Washington,Phones,4,1430,Shipped Early,6,null,null,47.6733,-122.3426
2011-08-09T00:00:00.000Z,Technology,Seattle,United States,Matthew Grinstein,0.2,CA-2011-166471,98103,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,-44,2,219.17,West,Home Office,2011-08-13T00:00:00.000Z,Standard Class,Washington,Phones,4,287,Shipped Early,6,null,null,47.6733,-122.3426
2011-08-11T00:00:00.000Z,Furniture,Seattle,United States,Greg Matthias,0,CA-2011-127012,98105,"Eldon Image Series Desk Accessories, Ebony",5,1,12.35,West,Consumer,2011-08-15T00:00:00.000Z,Standard Class,Washington,Furnishings,4,16,Shipped Early,6,null,null,47.6633,-122.3022
2011-08-11T00:00:00.000Z,Office Supplies,New York City,United States,Ken Lonsdale,0,CA-2011-154641,10035,Tennsco Single-Tier Lockers,19,1,375.34,East,Consumer,2011-08-16T00:00:00.000Z,Standard Class,New York,Storage,5,492,Shipped Early,6,null,null,40.8011,-73.9371
2011-08-11T00:00:00.000Z,Office Supplies,Seattle,United States,Greg Matthias,0,CA-2011-127012,98105,Sanford 52201 APSCO Electric Pencil Sharpener,11,1,40.97,West,Consumer,2011-08-15T00:00:00.000Z,Standard Class,Washington,Art,4,54,Shipped Early,6,null,null,47.6633,-122.3022
2011-08-11T00:00:00.000Z,Office Supplies,Seattle,United States,Greg Matthias,0,CA-2011-127012,98105,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",11,2,22.96,West,Consumer,2011-08-15T00:00:00.000Z,Standard Class,Washington,Fasteners,4,30,Shipped Early,6,null,null,47.6633,-122.3022
2011-08-12T00:00:00.000Z,Furniture,San Francisco,United States,Ben Wallace,0,CA-2011-109897,94122,Seth Thomas 14 Day/Date Wall Clock,32,3,85.44,West,Consumer,2011-08-16T00:00:00.000Z,Standard Class,California,Furnishings,4,112,Shipped Early,6,null,null,37.7593,-122.4836
2011-08-12T00:00:00.000Z,Office Supplies,Lakewood,United States,Charles Sheldon,0,CA-2011-109302,8701,"Performers Binder/Pad Holder, Black",98,7,196.21,East,Corporate,2011-08-16T00:00:00.000Z,Standard Class,New Jersey,Binders,4,257,Shipped Early,6,null,null,40.085,-74.2042
2011-08-12T00:00:00.000Z,Office Supplies,Miami,United States,Duane Huffman,0.2,CA-2011-156244,33180,Acco Side-Punched Conventional Columnar Pads,-1,2,5.55,South,Home Office,2011-08-16T00:00:00.000Z,Standard Class,Florida,Supplies,4,7,Shipped Early,6,null,null,25.9597,-80.1403
